text	label
Abuses the Android Accessibility Service feature to steal sensitive messages from popular communication and social apps such as WeChat, Skype, Viber, QQ	1
Takes advantage of the commercial rooting app “Baidu Easy Root” to gain root privilege and maintain persistence on the compromised device	1
Harvests an exhaustive list of personal information including phone number, IMEI, IMSI, SMS, MMS, contacts, accounts, phone call history, location, and connected Wi-Fi information	1
Automatically answer incoming phone calls from a specific number	1
Remote control of the device via UDP, TCP and SMS channels	1
Spy on the compromised user by:	1
Recording the phone call and the surrounding audio & video.	1
Taking photos via both the front and rear camera	1
Monitoring the compromised device’s location	1
Taking screenshots	1
We do not know exactly how devices are initially infected with SpyDealer, but have seen evidence to suggest Chinese users becoming infected through compromised wireless networks.	1
Starting from 1.9.3, content of configuration files and almost all constant strings in the code are encrypted or encoded.	1
An accessibility service was also introduced in 1.9.3 to steal targeted apps’ messages.	1
After installed on an Android device, SpyDealer shows no application icon.	1
However, it registers two broadcast receivers to listen for events related to the device booting up and network connection status.	1
At the first launch, it retrieves configuration information from the local asset file named readme.txt.	1
1 Get call history 9 Send recorded audio files	1
2 Get SMS messages 10 Capture screenshot	1
3 Record audio 11 List files under a given directory	1
4 Get GSM location 12 Get GPS location	1
5 Get contacts 20 Intercept incoming SMS messages	1
7 Get information and network traffic of installed apps 21 Do not intercept incoming SMS messages	1
8 Get device specific information 82 Get current running apps	1
SpyDealer uses two different rooting procedures to gain root (superuser) privilege.	1
Previously in 2015, we saw the Rootnik Android Trojan abuse the “Root Assistant” tool to gain root access.	1
After gaining root privilege, SpyDealer takes steps to maintain persistence on the compromised device.	1
SpyDealer is capable of receiving commands from remote servers via a number of different channels by either actively initiating connections to C2 servers or passively receiving instructions from C2 servers.	1
SpyDealer registers a broadcast receiver with a higher priority than the default messaging app to listen for the commands via incoming SMS messages.	1
1 Get geographical location via GSM cell information.	1
2 Collect the contacts on the device and send back via SMS.	1
3 Gather SMS messages which are created later than a given date in the inbox, outbox and draft box, and then send back via SMS.	1
4 Exfiltrate call histories that are later than a given date through SMS.	1
5 Set the auto reply phone number.	1
The malware will automatically answer the incoming phone call when the number is the same as the set one.	1
It first collects the GSM cell identity, area code and network operator and then posts the encoded data to the Baidu map service to retrieve the geographical location.	1
With this tactic, a compromised device’s location is exposed to the attacker even there is no GPS available.	1
Besides the commands listed above, SpyDealer can also set the remote server’s IP address under the following two conditions:	1
SpyDealer creates a TCP server on the compromised device listening at port 39568 and waits for incoming commands.	1
imei Send back the device IMEI	1
mobileinfor Send back device information including IMEI, IMSI and phone number	1
gettype\t1 Send back contacts information including contact name and phone number	1
gettype\t\t1 Send back SMS messages in inbox, outbox and draft box	1
gettype\t\t\t1 Send back call histories including phone call duration, type and date	1
listdir\t<directory> Send back the information of files under a given directory.	1
Aside from the TCP server that passively waits for the commands, SpyDealer can also actively connect to the remote server with the configured IP address to ask for commands through UDP or TCP.	1
To achieve this effect in newer Android versions, SpyDealer first inserts an SMS message into the inbox and then posts a notification indicating an SMS message has arrived.	1
To our knowledge, this is the first malware family that fakes an incoming SMS message in this way.	1
The data sent back to the remote server is encrypted using TEA algorithm.	1
To mitigate this risk, SpyDealer creates an effective session layer on top of UDP.	1
SpyDealer divides the original data into multiple groups and each group has no more than 1000 bytes data.	1
Private Data Collection	1
As discussed in section Command & Control, we have seen this malware employ many mechanisms to collect private data.	1
Additionally, with root privilege, SpyDealer also tries to gather data from more than 40 common apps falling in different categories including social, communication, browser, mobile mail client, etc.	1
Accessibility Service Abuse	1
To avoid this obstacle, starting in version 1.9.3, SpyDealer implemented an extra accessibility service to steal plain messages by directly extracting texts from the screen.	1
RuMMS: The Latest Family of Android Malware Attacking Users in Russia Via SMS Phishing	1
To lure the victims to download the malware, threat actors use SMS phishing – sending a short SMS message containing a malicious URL to the potential victims.	1
After landing on the victim’s phone, the RuMMS apps will request device administrator privileges, remove their icons to hide themselves from users, and remain running in the background to perform a series of malicious behaviors.	1
●      Sending device information to a remote command and control (C2) server.	1
●      Contacting the C2 server for instructions.	1
Sending SMS messages to financial institutions to query account balances.	1
Uploading any incoming SMS messages (including the balance inquiry results) to the remote C2 server.	1
Sending C2-specified SMS messages to phone numbers in the victim’s contacts.	1
Forward incoming phone calls to intercept voice-based two-factor authentication.	1
Smishing: The Major Way To Distribute RuMMS	1
Smishing (SMS phishing) is currently the primary way threat actors are distributing the malware.	1
The process starts when an SMS phishing message arrives at a user’s phone.	1
It first starts another activity defined in “org.starsizew.Aa” to request device administrator privileges, and then calls the following API of “android.content.pm.PackageManager” (the Android package manager to remove its own icon on the home screen in order to conceal the existence of RuMMS from the user:	1
At the same time, ”org.starsizew.MainActivity” will start the main service as defined in “org.starsizew.Tb”, and use a few mechanisms to keep the main service running continuously in the background.	1
Other than that, its major functionality is to collect private device information, upload it to a remote C2 server, and handle any commands as requested by the C2 server.	1
The first type of content, starting with “method=install”, will be sent when the app is started for the first time, including the following device private information:	1
The third type of information will be sent when RuMMS intercepts any SMS messages, including the balance inquiry results when it contacts the SMS code of a particular financial service.	1
Method onPostExecute parses the response from the above HTTP session and executes the commands provided by the remote attacker.	1
install_true: to modify app preference to indicate that the C2 server received the victim device’s status.	1
sms_send: to send C2-specified SMS messages to C2-specified recipients.	1
sms_grab: to upload periodically the SMS messages in the inbox to C2 server.	1
delivery: to deliver specified text to all victim’s contacts (SMS worming).	1
call_number: to forward phone calls to intercept voice based two-factor authentication.	1
new_url: to change the URL of the C2 server in the app preference.	1
ussd: to call a C2-specified phone number.	1
During our investigation, we observed the C2 server sending multiple “balance” commands to different institutions, presumably to query the victim’s financial account balances.	1
RuMMS can upload responses to the balance inquiries (received via SMS message) to the remote C2 server, which can send back additional commands to be sent from the victim to the provider’s payment service.	1
These could include resetting the user’s PIN, enabling or disabling various alerts and confirmations, and confirming the user’s identity.	1
In total we captured 297 RuMMS samples, all of which attempt to contact an initial C2 server that we extracted from the app package.	1
Smishing (SMS phishing) offers a unique vector to infect mobile users.	1
The recent RuMMS campaign shows that Smishing is still a popular means for threat actors to distribute their malware.	1
The malware disguises itself as Сooбщениe, which translated to english means Messages, and performs its malicious functionality by exploiting Android AccessibilityService, which assists those with disabilities in using Android devices and apps.	1
It then hides itself in order to spy on its victims.	1
Enabling AccessibilityService	1
Once installation is complete, the app masks itself as a messaging app (see the icon below).	1
Upon first use, the app redirects the victim to enable Android AccessibilityService.	1
Once enabled, the app disappears from the home screen.	1
If the victim does not enable AccessibilityService, the spyware will continuously appear on the screen (see the second screen in the above snapshot) to encourage the victim to enable the service.	1
Once AccessibilityService is enabled, the spyware goes into action to make the SMS app the default messaging app.	1
Our investigation showed that once the initial setup is done, the malware starts sending details to a command-and-control (C&C) server.	1
"We noticed that command ""40"" was used for disabling the apps."	1
In this instance, the list of apps to be disabled contained well-known antivirus (AV) apps, including: 	1
As soon as a victim tries to open one of these apps, the malware abruptly closes it.	1
SMS: Sending and stealing	1
"As in the case below, we found that command number ""11"" was used for sending SMS messages to any desired number with the body of the SMS instructed by C&C"	1
Upon further analysis, we also found the spyware to be stealing SMS messages from the victim's device.	1
This functionality could also be used to steal bank-related one-time-password codes and other relevant information.	1
Stealing Contacts	1
The malware is also able to steal contacts from the victim's device.	1
We believe this functionality is used to further spread the malware with a well-known technique called SMS-Phishing (or SMiShing).	1
The malware also has calling functionality.	1
New Android Malware RuMMS Targeting Users through Smishing	1
The malware is distributed via a series of infected subdomains that are actually registered with an authentic domain name, which is owned by a popular shared hosting service provider based in Russia.	1
The victims are attracted to download the malicious code of the malware through SMS phishing campaign in which a short SMS message is sent to the victims.	1
When the malware is able to infect the device of the victim, the malware’s app asks for administrator privileges and will delete all the icons that belong to the app so that the victim doesn’t detect it.	1
* Sending out information about the device to a remotely controlled C2 server	1
* Communicating with the C2 server for new instructions	1
* Sending SMS messages to financial institutions for inquiring about the victim’s account balances	1
* Transferring the acquired information about account balances to the C2 server	1
* Spreading the infection to other numbers present in the contacts folder of the victim’s phone through sending C2-specified SMS messages	1
FireEye’s investigators emulated an already infected Android device to communicate with the C2 server of the RuMMS malware and they identified that the C2 server instructed their device to send out four different SMS messages to four unique numbers.	1
Three out of the four messages were aimed at checking out the account balance of the user at that particular institution.	1
Once Chrysaor is installed, a remote operator is able to surveil the victim's activities on the device and within the vicinity, leveraging microphone, camera, data collection, and logging and tracking application activities on communication apps such as phone and SMS.	1
ade8bef0ac29fa363fc9afd958af0074478aef650adeb0318517b48bd996d5d5Upon installation, the app uses known framaroot exploits to escalate privileges and break Android's application sandbox.	1
If the targeted device is not vulnerable to these exploits, then the app attempts to use a superuser binary pre-positioned at /system/csk to elevate privileges.	1
After escalating privileges, the app immediately protects itself and starts to collect data, by:	1
Installing itself on the /system partition to persist across factory resets	1
Removing Samsung's system update app (com.sec.android.fotaclient) and disabling auto-updates to maintain persistence (sets Settings.System.SOFTWARE_UPDATE_AUTO_UPDATE to 0)	1
Deleting WAP push messages and changing WAP message settings, possibly for anti-forensic purpose.	1
Starting content observers and the main task loop to receive remote commands and exfiltrate data	1
Repeated commands: use alarms to periodically repeat actions on the device to expose data, including gathering location data.	1
Data collectors are used in conjunction with repeated commands to collect user data including, SMS settings, SMS messages, Call logs, Browser History, Calendar, Contacts, Emails, and messages from selected messaging apps, including WhatsApp, Twitter, Facebook, Kakoa, Viber, and Skype by making /data/data directories of the apps world readable.	1
Content observers: use Android's ContentObserver framework to gather changes in SMS, Calendar, Contacts, Cell info, Email, WhatsApp, Facebook, Twitter, Kakao, Viber, and Skype.	1
Screenshots: captures an image of the current screen via the raw frame buffer.	1
Keylogging: record input events by hooking IPCThreadState::Transact from /system/lib/libbinder.so, and intercepting android::parcel with the interface com.android.internal.view.IInputContext.	1
RoomTap: silently answers a telephone call and stays connected in the background, allowing the caller to hear conversations within the range of the phone's microphone.	1
If the user unlocks their device, they will see a black screen while the app drops the call, resets call settings and prepares for the user to interact with the device normally.	1
Finally, the app can remove itself through three ways:	1
There actually is malware in the wild that targets iOS users — it’s been proved a number of times, and in August 2016 researchers proved it again by revealing the existence of Pegasus, spyware capable of hacking any iPad or iPhone, harvesting data about the victim, and establishing surveillance on them.	1
After scanning the target’s device, it installs the necessary modules to read the user’s messages and mail, listen to calls, capture screenshots, log pressed keys, exfiltrate browser history, contacts, and so on and so forth.	1
Basically, it can spy on every aspect of the target’s life.	1
It’s also noteworthy that Pegasus could even listen to encrypted audio streams and read encrypted messages — thanks to its keylogging and audio recording capabilities, it was stealing messages before they were encrypted (and, for incoming messages, after decryption).	1
Another interesting fact about Pegasus is that it tries to hide itself really diligently.	1
The malware self-destructs if it is not able to communicate with its command-and-control (C&C) server for more than 60 days, or if it detects that it was installed on the wrong device with the wrong SIM card (remember, this is targeted spying; NSO’s clients weren’t going after random victims).	1
Another difference: If iOS version fails to jailbreak the device, the whole attack fails, but with the Android version, even if the malware fails to obtain the necessary root access to install surveillance software, it will still try directly asking the user for the permissions it needs to exfiltrate at least some data.	1
Like the iPhone version, the Android Pegasus had some advanced features: it could be controlled via SMS and self-destruct if required.	1
"The ""highly advanced"" tool was also able to grab large amounts of comms data, pilfering messages and call records from WhatsApp, Facebook, Twitter, Skype and Gmail, amongst others, Lookout noted in its report released Monday."	1
It could also control the camera and microphone, as well as carry out keylogging and take screenshots.	1
"The ""suicide"" self-destruct feature was particularly devilish, helping NSO Group's malware avoid detection for almost three years."	1
One of the samples, aimed at Samsung phones, removed the manufacturer's system update app to prevent security fixes from disrupting its snooping.	1
Pegasus is generally spread through a specially crafted exploit link (via phishing techniques) which when clicked delivers a chain of zero-day exploits to penetrate security features on the phone.	1
On infected devices, Pegasus is a powerful spyware that can do many things, such as record conversations, steal private messages, exfiltrate photos, and much much more.	1
Report: NSO Group's Pegasus Spyware Can Break Into Cloud Services, Transmit User Data to Server	1
Israeli spyware company NSO Group’s powerful Pegasus malware—the same spyware implicated in a breach of WhatsApp earlier this year—is capable of scraping a target’s data from the servers of Apple, Google, Amazon, Facebook, and Microsoft, according to a report in the Financial Times on Friday.	1
According to the Times, “people familiar with its sales pitch” as well as leaked sales documents show that NSO Group’s parent company Q-Cyber is advertising Pegasus as having the capability to copy authentication keys to services including Google Drive, Facebook Messenger, and iCloud from an infected phone to a web server that is then capable of independently downloading the target’s entire online history.	1
It works on any device that Pegasus can infect, including many of the latest iPhones and Android smartphones, according to the documents, and allows ongoing access to data uploaded to the cloud from laptops, tablets and phones—even if Pegasus is removed from the initially targeted smartphone.	1
One pitch document from NSO’s parent company, Q-Cyber, which was prepared for the government of Uganda earlier this year, advertised the ability of Pegasus to “retrieve the keys that open cloud vaults” and “independently sync-and-extract data”.	1
The latest version of the Pegasus implant has a number of capabilities, according to Citizen Lab, including: Recording audio from the microphone including both ambient “hot mic” recording and audio of encrypted phone calls; taking pictures; tracking device location; and accessing passwords and stored credentials.	1
The spyware, called Pegasus and developed by the Israeli company NSO Group, is reportedly instrumental to several governments’ oppressive surveillance campaigns against their own citizens and residents, and, while NSO Group has repeatedly denied allegations that it complicitly sells Pegasus to human right abusers, it is difficult to reconcile exactly how the zero-click spyware program—which non-consensually and invisibly steals emails, text messages, photos, videos, locations, passwords, and social media activity—is at the same time a tool that can, in its very use, respect the rights of those around the world to speak freely, associate safely, and live privately.	1
"Dubbed ""Pegasus,"" the assault package leverages three zero-day vulnerabilities to remotely jailbreak and install a suite of monitoring software onto a victim's device."	1
Once installed, Pegasus exploits kernel flaws to upgrade privileges, allowing attackers to intercept text messages, pilfer emails, access contacts and steal information from a variety of third-party apps including Gmail, Facebook, Skype, WhatsApp, WeChat and more.	1
A “cyber arms dealer” named NSO Group developed the Pegasus malware, which jailbreaks or roots target devices to surveil specific targets.	1
Screenshot capture	1
Live audio capture	1
Remote control of the malware via SMS	1
Messaging data exfiltration from common applications including WhatsApp, Skype, Facebook, Twitter, Viber, Kakao	1
Browser history exfiltration	1
Email exfiltration from Android’s Native Email client	1
Contacts and text message	1
It self-destructs if the software feels its position is at risk.	1
The biggest distinction between the iOS and Android versions of Pegasus is the Android version does not use zero-day vulnerabilities to root the device.	1
In the course of researching the Pegasus for iOS, Lookout discovered three vulnerabilities Pegasus used to jailbreak the target device, and install and run the malicious software.	1
In the Android version, however, the attackers built in functionality that would allow Pegasus for Android to still ask for permissions that would then allow it to access and exfiltrate data.	1
The company’s flagship product is Pegasus, spyware that can stealthily enter a smartphone and gain access to everything on it, including its camera and microphone.	1
Earlier version of Pegasus were installed on smartphones through vulnerabilities in commonly used apps or by spear-phishing, which involves tricking a targeted user into clicking a link or opening a document that secretly installs the software.	1
It can also be installed over a wireless transceiver located near a target, or manually if an agent can steal the target’s phone.	1
Pegasus can infiltrate a smartphone via the widely used messaging app WhatsApp without the phone’s user noticing.	1
Since 2019, Pegasus users have been able to install the software on smartphones with a missed call on WhatsApp, and can even delete the record of the missed call, making it impossible for the the phone’s owner to know anything is amiss.	1
Another way is by simply sending a message to a user’s phone that produces no notification.	1
Once installed, Pegasus can theoretically harvest any data from the device and transmit it back to the attacker.	1
It can steal photos and videos, recordings, location records, communications, web searches, passwords, call logs and social media posts.	1
It also has the capability to activate cameras and microphones for real-time surveillance without the permission or knowledge of the user.	1
A new strain of mobile malware found on an array of apps can pull out sensitive data – including audio recordings – from Android phones.	1
A sophisticated strain of mobile malware targeting Android devices can extract sensitive data and audio recordings, run up premium SMS charges and then tries to extort money from victims.	1
Once the RedDrop-infected apps are installed the program silently downloads an additional seven Android application packages (APK) that add additional spyware and malicious components such as trojans, premium SMS functionality and additional dropper software.	1
“When the user interacts with the app, each interaction secretly triggers the sending of an SMS to a premium service, which is then instantly deleted before it can be detected,” the company said.	1
The rogue apps are capable of  harvesting sensitive data, including passively recording audio of the device’s surroundings, accessing photos, contacts, and extracting locally saved files.	1
Data siphoned off phones are uploaded to the attacker’s Dropbox account to be used in conjunction with further attacks and for possible extortion purposes.	1
“Apps within the RedDrop family request invasive permissions enabling the attack to be conducted without requesting further interaction from the user,” according to Wandera.	1
“One of the more destructive permissions allows the malware to be persistent between reboots.	1
Granting it the ability to constantly communicate with command and control (C2) servers, permitting the covert activation of its malicious functionality.”	1
Creepy New Android Malware Can Secretly Record Your Conversations	1
Instead, RedDrop wants to steal all the information it can from your phone... just in case, there's something juicy in there that its creators can use against you.	1
Researchers at U.K.-based Wandera say that RedDrop targets sensitive data like your contacts and photos.	1
It also gathers information about your phone, from the apps you have installed to the WiFi networks you're near.	1
The most frightening thing about RedDrop, however, is that it can hijack your phone's microphone.	1
That allows it to eavesdrop on conversations you -- or anyone else -- might be having near the infected device.	1
It racks up charges by stealthily communicating with a premium-rate SMS system.	1
AhnLab	0
Mobile users are called on to be on top of this news and be on guard for signs of monitoring.	0
Dubbed Judy, due to many of the apps containing a character of the same name, the malicious code was installed when the applications were downloaded.	0
The firm believes with “medium confidence” that Sneaky Kestrel acts on behalf of the UAE.	0
2020 is the year of the rat, and we actually aren’t talking about the Chinese horoscope.	0
The loader lurks in the background, collecting more information about you and sending it to the malware operators until they decide whether you look rich enough to steal from.	0
hxxp://mailsa-wqq[.	0
After looking at the configuration files of multiple samples from the malware family, Lookout found that they rely on at least 22 different command-and-control servers and have specified control phones that use the +7 country code of Russia.	0
Names like Anubis, Hydra, Ginp, or Gustuff appear on all mobile malware lists on a recurring basis.	0
Regarding Alien specifically, & looking ahead, researchers explained that they expect the malware’s authors to continually improve its remote-access function.	0
E690C05F2AB668A661CD21 9E324291819D5F5646775C2 A17F3B3A03E79332A04 tryrt.sdf.bfd Facebook	0
The auctioneer claimed that Cerberus generated $10,000 in revenue per month.	0
The source code of the Cerberus banking Trojan has been released as free malware on underground hacking forums following a failed auction.	0
If users allow such apps to be installed, then it can be actively installed on the victim’s device.	0
This feature is designed to block one application from accessing the data of other applications without rooting the device.”	0
"To avoid infection, make sure your phone's settings have not been changed to accept apps from ""unknown sources,"" and install some of the best Android antivirus apps."	0
Employ stronger credentials, for instance, to make them less susceptible to unauthorized access.	0
Cerberus often comes as a social media attachment, so the usual caution on thinking before clicking applies.	0
"""The primary way that people should protect themselves is that, even if it's a friend or soon-to-be ex-boyfriend inviting you to check out this app, if it's not coming from Google Play, [you should] think twice."""	0
Cerberus is a mobile banking Trojan designed for the Google Android operating system.	0
Sophisticated RedDrop Malware Targets Android Phones	0
This represents approximately 25% of active Android devices worldwide.	0
high-level Java agent – the app’s malicious APK	0
The configuration settings can also be remotely updated by various C2 channels.	0
End-to-end encryption is technology that scrambles messages on your phone and unscrambles them only on the recipients’ phones, which means anyone who intercepts the messages in between can’t read them.	0
How to protect yourself against Judy and other app malware	0
We also describe apps that we think are coming from the same author or a group of authors.	0
We reverse engineered XLoader and found that it appears to target South Korea-based banks and game development companies.	0
How to unblock a Phone:	0
“Because these anomalous iCloud connections occurred—and ceased—immediately prior to Pegasus installation…we believe they represent the initial vector by which Tamer Almisshal’s phone was hacked,” researchers said.	0
Device model	0
“RedDrop malware was first unearthed at a ‘Big Four’ accounting firm back in January, when Wandera detected unusual network traffic from an employee’s device to a series of redirected suspicious URLs,” Wandera said.	0
As stated in our blog 2020 – year of the RAT, not only is there an increase in the number of new Android banking Trojans, many of them also bring innovative features.	0
Google removed the app from Google Play earlier this month and took action on it via the Play Protect security suite, which can warn users about malicious apps or even remove them from devices.	0
According to emails leaked in the Hacking Team data dump work for a fifth version of the software and it is not clear if this was the code that was released.	0
The malicious Dardesh chat app was apparently downloaded and installed by over a hundred users, after having been promoted via a long-running Facebook profile that posted the link to the app located on Google Play.	0
By monitoring the package installation broadcast event, XLoader can start their packages.	0
Special Technology Center (STC) is a software development company based in Saint Petersburg, Russia, and the American Government hasn't been particularly happy with it.	0
synchronize.pw	0
Newsweek spoke to Sean Sullivan, security adviser at international online security company F-Secure, about the malware and how Android users can protect themselves.	0
According to a report out by AdaptiveMobile, the makers of DroidJack are doing an end around of mobile carrier and on-device protections by spreading it through OTT services.	0
"Two days later, Stefanko and colleagues ""detected an active campaign using this new banking Trojan with thousands of website visits that contained the payload."	0
It can now be confirmed that in the past six months, Uyghur sites have led to malware for all major platforms, representing a considerable development and upkeep effort by the attackers to spy on the Uyghur population.	0
"The attackers are said to be ""highly active"" hackers, thought to be linked to Hamas, given that previous targets have included rival Palestinian political party Fatah."	0
c9320a9dc97adbe96c088d3f5ddf3f9275124137f0bf200fdd7160f47c5dcf1a Executed as /tmp/updateserver with C2 at 154.85.32.52:43223	0
Early last year, Lookout discovered a sophisticated Android surveillanceware agent that appears to have been created for the lawful intercept market.	0
“Android operating systems include many dialog screens that require the denial, or approval, of app permissions, and actions that have to receive input from the user by tapping a button on the screen,” researchers said.	0
Details of decryption stages:	0
The list has been attributed to NSO Group, but the list’s origins are unclear.	0
There's something thus far which is conspicuous only by its absence: is any of this encrypted?	0
The attack, carried out in July and August, compromised 36 personal phones belonging to the victims, according to Citizen Lab.	0
0ca09d4fde9e00c0987de44ae2ad51a01b3c4c2c11606fe8308a083805760ee7	0
The raw wave audio buffer frame can be dumped in the getNextBuffer() function.	0
One unusual factor observed by the researchers was that the attacks are manually orchestrated.	0
Is the malware already set as the default SMS application?	0
Don’t install apps outside the official app store.	0
We also found that apps had different C&C servers with the pattern http://<domain-name>.com/<random-chars>/index.php.	0
The current wave of attacks from 2018-2020 is more focused on Australian users, with little presence in the US, Canada, and Europe.	0
Analysis of these Android samples led to the discovery of infrastructure that contained several samples of an iOS port.	0
Successful iOS exploitation results in the INSOMNIA implant being written to the device at /tmp/updateserver.	0
As soon as they do so, RuMMs infects their devices immediately.	0
"But once downloaded, Gooligan determines which Android phone it's infected and launches the appropriate exploits to ""root"" the device -- i.e."	0
Package name Application name	0
The versions aimed at Google's mobile operating system were first discovered in late 2016.	0
Following simple best practices, like strictly downloading applications or any files from trusted sources and being wary of unsolicited messages, can also prevent similar attacks from compromising devices.	0
We have not observed any instances of RuMMS on Google Play or other online app stores.	0
hxxp://mailsa-wqo[.	0
Therefore, we initially assumed that the samples discovered are in fact the first/test versions of that advertised new version of the Trojan and classified them as such.	0
Links between XLoader and FakeSpy can give clues to the much broader inner workings of the threat actors behind them.	0
]122:28833	0
Users may be required the help of their device manufacturer to get support for firmware flashing.	0
NSO Group did not deny that it was behind the attack and the Department of Justice is investigating, according to the Times.	0
This indicates that the attackers must work quickly to obtain data that they want from a device before it reboots, or that they may potentially rely on the ability to reinfect a phone.	0
In the current version of Rotexy the same happens if the device seems to be outside of Russia.	0
For unknown reasons, it also avoids installing itself on phones with Verizon SIM cards, or SIM cards from a top Chinese cellular carrier.	0
Indeed, the Trojan explicitly targets Russian-speaking users.	0
The same campaign was also monitored by researchers at Bitdefender that dubbed the malware Triout.	0
Google claims that only a few dozen Android devices have been infected, but for a targeted cyberespionage attack, that’s a lot.	0
Download and installation 	0
Sometimes, we can attribute different apps to the same author based on a small, unique pieces of evidence that suggest similarity, such as a repetition of an exceptionally rare code snippet, asset, or a particular string in the debug logs.	0
The RCS Android has two core modules: the Evidence Collector and the Event Action Trigger.	0
To obtain that app, they are shown a QR code and instructed to scan it with their phone’s camera.	0
SHA256: 8ab1712ce9ca2d7952ab763d8a4872aa6a278c3f60dc13e0aebe59f50e6e30f6	0
Hacking Team Spying Tool Listens to Calls	0
According to our data, 98% of all Rotexy attacks target users in Russia.	0
Lookout Discovers Phishing Sites Distributing New IOS And Android Surveillanceware	0
Instead of implementing very basic gameplay, the authors pirated and repackaged the original game in their app and bundled with it their advertisement SDK.	0
Once safely replaced, the malware trusted the sandbox server and began communication.	0
This malware-life-cycle has been observed to reoccur every few years, bringing new malware families into light.	0
'Lawful intercept' Pegasus spyware found deployed in 45 countries	0
About 57% of these devices are located in Asia and about 9% are in Europe.	0
Not After : Dec 24 22:03:30 2039 GMT	0
Next to the features, we expect the target list to be expanded to contain additional (banking) apps in the near future.	0
Millions of Google accounts breached by new Android malware	0
“Both the Google Play Store pages and the decoys of the malicious apps are in Italian.	0
However, there are two reasons why it is now a growing concern: on one hand, the rapid evolution of its functionalities and on the other, the release of its source code.	0
“The number of Pegasus servers we detected in our scans ballooned from about 200 in 2016 to almost 600 in 2018.	0
Every download and every click on the ad adds a small amount to the attackers' coffers.	0
To do this, it remounts system partition to install attacker specified certificate in /system/etc/security/cacerts/).	0
The Rotexy mobile Trojan – banker and ransomware	0
The attackers have taken down their communication channels and are probably looking for ways to assemble their tools in a different manner.	0
However, there is no authentication mechanism implemented before accepting the incoming commands, which means anyone can connect to a compromised device and control it as long as one knows the target device’s IP address.	0
Dynamic Analysis of Cerberus	0
Researchers at Checkpoint spotted the malware and say it was hosted on apps created by Korean developers Kiniwini, registered as ENISTUDIO Corp.	0
Disabling app installations from unknown, third-party sources is one way to minimize the risk.	0
The revelation	0
E5212D4416486AF42E7ED1F58A526AEF77BE89BE	0
Also, in some versions of the Trojan the file names were random strings of characters.	0
There are two reasons: firstly, actors who got their hands on the code need to understand how to setup the backend (C2) and builder, secondly the actors which successfully built samples noticed that their payload is immediately detected by Play Protect when installed on an Android device and therefore are now probably working on rearranging the code (resulting in their own code fork).	0
And a lot more.	0
Israeli Citizens are the Primary Target of New Android Mobile Spying Campaign Using ViceLeaker Malware, says Kaspersky.	0
On the topic of SMS, Rotexy can’t get enough of them.	0
The Trojan uses this counter to activate the bot - if aforementioned step counter hits the pre-configured threshold it considers running on the device to be safe.	0
Along the same lines, there is a need to educate users about the risks of this type of malware, whether personal or work-related.	0
“The version in Google Play currently does not contain the dropper code anymore – the app was updated with a new version, which is benign again,” David told Threatpost.	0
A business can obtain access to this program only provided they meet requirements set out by Apple.	0
"""Considering the complexity of the spying platform, we assume that every attack is targeted individually, executed with surgical precision and manual rather than automated,"" Bitdefender wrote."	0
Just months later, the security firm observed that the malware had infected 384,748 victims, with the bulk of affected users located in South Korea and Japan.	0
Super Mario Run Malware #2 – DroidJack RAT	0
The use of a specific certificate and SSL verification means that the malware will not talk to just any listening HTTPS server, which adds complexity to analyzing INSOMNIA in a sandbox environment.	0
TrickBot victims are being fooled into downloading an app that records their screens – stealing non-SMS 2FA passcodes for banking websites.	0
No user data theft, says Google	0
Flash Player com.wogdjywtwq.oiofvpzpxyo 6ac7e7ed83b4b57cc4d28f14308d69d062d29a544bbde0856d5697b0fc50cde4	0
"It is safe to say that its operator won't trigger this malicious behaviour while running in Google's analysis environment,"" Botezatu explained."	0
“Twitoor serves as another example of how cybercriminals keep on innovating their business,” Stefanko continues.	0
APT-C-23 has been active since at least 2015 when U.S. cybersecurity firms Palo Alto Networks and ThreatConnect identified a campaign by the group targeting the United States, Israel, Palestinian Territories and Egypt.	0
Mandrake - owning Android devices since 2016	0
https://twitter.com/lucky876543	0
Appendix C contains the human-readable form of the certificate embedded in our analyzed binary.	0
"Because a user interacting with an ad often leads to a higher chance of the user purchasing something, ad networks often ""pay per click"" to developers who host their ads."	0
However, TangleBot is said to possess a more evasive and elusive nature.	0
In addition to adding the code, the attackers also changed the icon and package name.	0
Accessibility services were originally developed by Google to help users with disabilities.	0
Not After : Feb 2 19:44:45 2040 GMT	0
9   bigslogous[.	0
Sullivan says that the safest way to protect your smartphone is to only download apps through the Play Store and not to accept third-party invitations to download games or other applications.	0
One of the most interesting and active specimens to date was a mobile Trojan from the Rotexy family.	0
In doing so, the Trojan can be sure that its malicious module will be executed with system rights.	0
An increasing number of apps encrypt data before storing it into databases, especially for some popular communication and social apps.	0
Researchers also said they don’t know how this fake WeMessage app was distributed.	0
Despite some minor refactoring, the architecture of the Trojan stayed the same.	0
to infiltrate the devices of unsuspecting users to steal their personal information, undermine enterprises, and retrieve financial details.	0
August 2020 marked the demise of Cerberus, the most successful Android banking Trojan service, or MaaS (Malware as a Service), of the last 12 months.	0
The RCSAndroid code can be considered one of the most professionally developed and sophisticated Android malware ever exposed.	0
